Time [s],Value,Parity Error,Framing Error
17.8574850000,0x2E,,
17.8586300000,0x22,,
17.8597750000,0x32,,
17.8609200000,0x2A,,
17.8620650000,0x1A,,
17.8632100000,0x3A,,
17.8643550000,0x3A,,
17.8655000000,0x16,,
17.8666450000,0xAA,,
17.8677900000,0x16,,
17.8689350000,0xE2,,Error
17.8700750000,0x06,,
17.8712200000,0x00,,Error
18.1098600000,0x98,,Error
18.1116300000,0x16,,
18.1127750000,0xF2,,
18.1139200000,0x16,,
18.1150650000,0xC6,,
18.1162100000,0x16,,
18.1173550000,0xE6,,
18.1185000000,0x16,,
18.1196450000,0xFA,,Error
18.1207900000,0xB2,,Error
18.1219350000,0x76,,Error
18.1230800000,0x76,,Error
18.1242250000,0x3A,,
18.1253700000,0x2A,,
18.1265100000,0x2E,,
18.1276550000,0x32,,
18.1288000000,0x2A,,
18.1299450000,0x1A,,
18.1310900000,0x3A,,
18.1322350000,0x3A,,
18.1333800000,0x16,,
18.1345250000,0xA2,,
18.1356700000,0x16,,
18.1368150000,0xE2,,Error
18.1379600000,0x06,,
18.1391050000,0x00,,Error
18.3674500000,0x98,,Error
18.3692200000,0x16,,
18.3703650000,0xF2,,
18.3715100000,0x16,,
18.3726550000,0xC6,,
18.3738000000,0x16,,
18.3749450000,0xE6,,
18.3760900000,0x16,,
18.3772350000,0xFA,,Error
18.3783800000,0xB2,,Error
18.3795250000,0x76,,Error
18.3806700000,0x76,,Error
18.3818150000,0x3A,,
18.3829600000,0x26,,
18.3841050000,0x3A,,
18.3852450000,0x32,,
18.3863900000,0x2A,,
18.3875350000,0x1A,,
18.3886800000,0x3A,,
18.3898250000,0x3A,,
18.3909700000,0x16,,
18.3921150000,0xBA,,
18.3932600000,0x16,,
18.3944050000,0xE2,,Error
18.3955500000,0x06,,
18.3966950000,0x00,,Error
18.6354550000,0x98,,Error
18.6372250000,0x16,,
18.6383700000,0xF2,,
18.6395150000,0x16,,
18.6406600000,0xC6,,
18.6418050000,0x16,,
18.6429500000,0xE6,,
18.6440950000,0x16,,
18.6452400000,0xFA,,Error
18.6463850000,0xB2,,Error
18.6475300000,0x76,,Error
18.6486750000,0x76,,Error
18.6498200000,0x3A,,
18.6509650000,0x26,,
18.6521100000,0x1A,,
18.6532550000,0x32,,
18.6544000000,0x2A,,
18.6555450000,0x1A,,
18.6566900000,0x3A,,
18.6578350000,0x3A,,
18.6589800000,0x16,,
18.6601250000,0x9A,,
18.6612650000,0x16,,
18.6624100000,0xE2,,Error
18.6635550000,0x06,,
18.6647000000,0x00,,Error
18.9033650000,0x98,,Error
18.9051300000,0x16,,
18.9062750000,0xF2,,
18.9074200000,0x16,,
18.9085650000,0xC6,,
18.9097100000,0x16,,
18.9108550000,0xE6,,
18.9120000000,0x16,,
18.9131450000,0xFA,,Error
18.9142900000,0xB2,,Error
18.9154350000,0x76,,Error
18.9165800000,0x76,,Error
18.9177250000,0x3A,,
18.9188700000,0x22,,
18.9200150000,0x26,,
18.9211600000,0x32,,
18.9223050000,0x2A,,
18.9234500000,0x1A,,
18.9245950000,0x3A,,
18.9257400000,0x3A,,
18.9268850000,0x16,,
18.9280300000,0xA2,,
18.9291750000,0x16,,
18.9303200000,0xE2,,Error
18.9314650000,0x06,,
18.9326100000,0x00,,Error
19.1674250000,0x98,,Error
19.1691950000,0x16,,
19.1703400000,0xF2,,
19.1714850000,0x16,,
19.1726300000,0xC6,,
19.1737750000,0x16,,
19.1749200000,0xE6,,
19.1760650000,0x16,,
19.1772100000,0xFA,,Error
19.1783550000,0xB2,,Error
19.1794950000,0x76,,Error
19.1806400000,0x76,,Error
19.1817850000,0x3A,,
19.1829300000,0x1E,,
19.1840750000,0x3E,,
19.1852200000,0x32,,
19.1863650000,0x2A,,
19.1875100000,0x1A,,
19.1886550000,0x3A,,
19.1898000000,0x3A,,
19.1909450000,0x16,,
19.1920900000,0x86,,
19.1932350000,0x16,,
19.1943800000,0xE2,,Error
19.1955250000,0x06,,
19.1966700000,0x00,,Error
19.4390800000,0x98,,Error
19.4408500000,0x16,,
19.4419950000,0xF2,,
19.4431400000,0x16,,
19.4442850000,0xC6,,
19.4454300000,0x16,,
19.4465700000,0xE6,,
19.4477150000,0x16,,
19.4488600000,0xFA,,Error
19.4500050000,0xB2,,Error
19.4511500000,0x76,,Error
19.4522950000,0x76,,Error
19.4534400000,0x3A,,
19.4545850000,0x1E,,
19.4557300000,0x3E,,
19.4568750000,0x32,,
19.4580200000,0x2A,,
19.4591650000,0x1A,,
19.4603100000,0x3A,,
19.4614550000,0x3A,,
19.4626000000,0x16,,
19.4637450000,0x86,,
19.4648900000,0x16,,
19.4660350000,0xE2,,Error
19.4671800000,0x06,,
19.4683250000,0x00,,Error
19.5097500000,0x98,,Error
19.5115150000,0x16,,
19.5126600000,0xF2,,
19.5138050000,0x16,,
19.5149500000,0xC6,,
19.5160950000,0x16,,
19.5172400000,0xE6,,
19.5183850000,0x16,,
19.5195300000,0xFA,,Error
19.5206750000,0xB2,,Error
19.5218200000,0x76,,Error
19.5229650000,0x76,,Error
19.5241100000,0x3A,,
19.5252550000,0x1E,,
19.5264000000,0x3E,,
19.5275450000,0x32,,
19.5286900000,0x2A,,
19.5298350000,0x1A,,
19.5309800000,0x3A,,
19.5321250000,0x3A,,
19.5332700000,0x16,,
19.5344150000,0x86,,
19.5355600000,0x16,,
19.5367050000,0xE2,,Error
19.5378500000,0x06,,
19.5389950000,0x00,,Error
19.5808350000,0x98,,Error
19.5826050000,0x16,,
19.5837500000,0xF2,,
19.5848950000,0x16,,
19.5860400000,0xE2,,
19.5871850000,0x16,,
19.5883250000,0xE6,,
19.5894700000,0x16,,
19.5906150000,0xAE,,Error
19.5917600000,0xBE,,Error
19.5929050000,0x3E,,
19.5940500000,0x3A,,
19.5951950000,0x3E,,
19.5963400000,0x16,,
19.5974850000,0x26,,
19.5986300000,0x16,,
