Time [s],Value,Parity Error,Framing Error
24.7542450000,0x5F,,
24.7553000000,0x8B,,
24.7563500000,0x9D,,
24.7574000000,0x8F,,
24.7584500000,0x9F,,
24.7595000000,0x8B,,
24.7605500000,0x85,,
24.7616000000,0x8B,,
24.7626550000,0x71,,
24.7637050000,0x83,,
24.7647550000,0x00,,Error
25.0072250000,0x58,,Error
25.0089000000,0x8B,,
25.0099500000,0xFD,,
25.0110000000,0x8B,,
25.0120550000,0xF9,,
25.0131050000,0x8B,,
25.0141550000,0x7D,,
25.0152050000,0x59,,
25.0162550000,0x8B,,
25.0173050000,0x8B,,
25.0183550000,0xD9,,
25.0194100000,0x8B,,
25.0204600000,0x71,,
25.0215100000,0x83,,
25.0225600000,0x00,,Error
25.0873550000,0x58,,Error
25.0890300000,0x8B,,
25.0900800000,0xFD,,
25.0911300000,0x8B,,
25.0921800000,0xF9,,
25.0932350000,0x8B,,
25.0942850000,0x7D,,
25.0953350000,0x59,,
25.0963850000,0x8B,,
25.0974350000,0x8B,,
25.0984850000,0xD9,,
25.0995350000,0x8B,,
25.1005900000,0x71,,
25.1016400000,0x83,,
25.1026900000,0x00,,Error
25.1773750000,0x58,,Error
25.1790500000,0x8B,,
25.1801000000,0xFD,,
25.1811500000,0x8B,,
25.1822050000,0xF3,,
25.1832550000,0x8B,,
25.1843050000,0x57,,
25.1853550000,0x5F,,
25.1864050000,0x8B,,
25.1874550000,0x9F,,
25.1885050000,0x9F,,
25.1895600000,0x9F,,
25.1906100000,0x8B,,
25.1916600000,0x9F,,
25.1927100000,0x8B,,
25.1937600000,0x71,,
25.1948100000,0x83,,
25.1958600000,0x00,,Error
25.4480650000,0x58,,Error
25.4497400000,0x8B,,
25.4507900000,0xFD,,
25.4518400000,0x8B,,
25.4528900000,0xF9,,
25.4539400000,0x8B,,
25.4549950000,0x7D,,
25.4560450000,0x59,,
25.4570950000,0x8B,,
25.4581450000,0x8B,,
25.4591950000,0xD9,,
25.4602450000,0x8B,,
25.4612950000,0x71,,
25.4623450000,0x83,,
25.4634000000,0x00,,Error
25.7180050000,0x58,,Error
25.7196800000,0x8B,,
25.7207300000,0xFD,,
25.7217800000,0x8B,,
25.7228350000,0xF9,,
25.7238850000,0x8B,,
25.7249350000,0x7D,,
25.7259850000,0x59,,
25.7270350000,0x8B,,
25.7280850000,0x8B,,
25.7291350000,0xD9,,
25.7301900000,0x8B,,
25.7312400000,0x71,,
25.7322900000,0x83,,
25.7333400000,0x00,,Error
25.9863550000,0x58,,Error
25.9880300000,0x8B,,
25.9890800000,0xFD,,
25.9901300000,0x8B,,
25.9911800000,0xF9,,
25.9922350000,0x8B,,
25.9932850000,0x7D,,
25.9943350000,0x59,,
25.9953850000,0x8B,,
25.9964350000,0x8B,,
25.9974850000,0xD9,,
25.9985350000,0x8B,,
25.9995900000,0x71,,
26.0006400000,0x83,,
26.0016900000,0x00,,Error
26.5863550000,0x58,,Error
26.5880300000,0x8B,,
26.5890800000,0xFD,,
26.5901300000,0x8B,,
26.5911800000,0xF9,,
26.5922300000,0x8B,,
26.5932850000,0x59,,
26.5943350000,0x57,,
